id,value
id_0,25.422039277
id_1,65.2902760851
id_2,18.973067083
id_3,30.9614288021
id_4,10.3242566334
id_5,33.8325433908
id_6,41.6119403641
id_7,17.9260733994
id_8,50.0033010095
id_9,32.5923134541
id_10,40.6470442225
id_11,55.0295686435
id_12,36.1390921663
id_13,40.6746910048
id_14,27.6876616437
id_15,13.8494702966
id_16,49.9354876719
id_17,24.1642196532
id_18,16.5656674537
id_19,17.8342308328
id_20,14.2235082358
id_21,28.3173324749
id_22,39.4668104877
id_23,12.2940502561
id_24,63.0100521372
id_25,47.2452138103
id_26,28.7488255247
id_27,7.06337618588
id_28,28.1190727722
id_29,36.770654709
id_30,18.2631151352
id_31,12.6650747814
id_32,17.3089383685
id_33,9.93579133244
id_34,16.6855946034
id_35,41.1986025078
id_36,22.785364413
id_37,28.2357603835
id_38,7.34166683282
id_39,55.0716086358
id_40,47.4736231153
id_41,19.3513499263
id_42,49.951834298
id_43,19.4592101756
id_44,43.4439060035
id_45,50.0269309936
id_46,60.3484118536
id_47,40.1534432589
id_48,55.4078379591
id_49,36.2190546012
id_50,30.333255932
id_51,24.5804221058
id_52,41.3833719164
id_53,24.664586787
id_54,38.9649430814
id_55,35.3222115271
id_56,26.2006624372
id_57,22.48801618
id_58,37.8277368261
id_59,30.7330374763
id_60,13.963349251
id_61,23.3584098668
id_62,29.7914509057
id_63,52.0932239884
id_64,52.0301589628
id_65,26.1347612047
id_66,37.2035867028
id_67,53.8011601348
id_68,27.788316745
id_69,40.0115837825
id_70,65.3391559373
id_71,54.3616546847
id_72,43.665783357
id_73,14.339003841
id_74,15.5154550594
id_75,37.4120134708
id_76,61.179628795
id_77,2.97374670951
id_78,42.9606647134
id_79,40.6424604045
id_80,9.31315204528
id_81,23.4920981777
id_82,6.55991824622
id_83,29.6743727271
id_84,10.082903394
id_85,5.16670985909
id_86,17.7516377728
id_87,13.3232192242
id_88,17.2509202976
id_89,25.103152869
id_90,32.4873387033
id_91,14.1472309686
id_92,12.4125656541
id_93,10.7220148244
id_94,37.6217806192
id_95,15.3550876893
id_96,18.0095198107
id_97,10.5669708937
id_98,12.6311670034
id_99,5.4865450198
id_100,11.1856557693
id_101,16.042018634
id_102,12.4609824435
id_103,8.23920231912
id_104,13.3545411014
id_105,36.537702248
id_106,26.3263107594
id_107,8.63470064995
id_108,16.2493180942
id_109,15.6082531887
id_110,12.2816939697
id_111,17.3348591879
id_112,16.6028131348
id_113,25.8974606191
id_114,20.0094756837
id_115,16.7015170625
id_116,7.55927667515
id_117,43.3495695464
id_118,24.679498792
id_119,2.69935392265
id_120,0.0
id_121,10.0125828148
id_122,13.6642013636
id_123,14.2111451817
id_124,9.13499478222
id_125,25.5428882519
id_126,21.3756371675
id_127,10.826305412
id_128,20.3310977399
id_129,15.0303317367
id_130,0.618795705706
id_131,33.6211148588
id_132,16.0573171846
id_133,22.4134568589
id_134,25.4804532424
id_135,23.090046771
id_136,11.5434359549
id_137,21.9601989842
id_138,74.9513584985
id_139,60.4892110281
id_140,24.486771068
id_141,19.5518920994
id_142,24.801282601
id_143,8.39310562075
id_144,13.4254116538
id_145,11.6002242807
id_146,20.2663027471
id_147,9.15326882781
id_148,10.1567723527
id_149,15.1196894065
id_150,44.890188395
id_151,20.1227645708
id_152,23.7176993438
id_153,15.3994867383
id_154,11.9808150307
id_155,22.6620659539
id_156,23.9336059941
id_157,37.1595830172
id_158,4.93584208678
id_159,21.3808730119
id_160,41.7134502269
id_161,19.2863386446
id_162,60.2974915655
id_163,17.7544130957
id_164,34.224092266
id_165,26.0791105353
id_166,24.1813900684
id_167,2.07852336092
id_168,66.357030844
id_169,18.3212042267
id_170,16.9089053624
id_171,65.8149247051
id_172,21.7064111757
id_173,3.08162657566
id_174,25.37791566
id_175,0.592697889803
id_176,8.88362866674
id_177,19.4898085231
id_178,22.2157902657
id_179,25.7257654362
id_180,43.6122967801
id_181,31.691905328
id_182,30.1414530211
id_183,15.2372649098
id_184,7.25710907921
id_185,42.5609366202
id_186,37.301345734
id_187,34.3512634461
id_188,17.9079030848
id_189,23.3400835638
id_190,12.5900547046
id_191,16.7182334054
id_192,30.7872876799
id_193,77.4148246654
id_194,28.666898693
id_195,12.0140136514
id_196,61.5877657483
id_197,17.2664103203
id_198,20.5380117462
id_199,22.5659203925
id_200,128.294323823
id_201,24.4306121359
id_202,57.0554957378
id_203,6.88458990466
id_204,61.4699676643
id_205,35.0743881809
id_206,14.5230499504
id_207,15.5803009217
id_208,61.7390000105
id_209,15.6761252319
id_210,36.5202535359
id_211,71.9415066356
id_212,18.8950683499
id_213,124.516952853
id_214,40.4112397967
id_215,81.5207452061
id_216,91.8313443733
id_217,74.5164853922
id_218,27.1164352365
id_219,19.924446488
id_220,30.4230811851
id_221,59.9868038451
id_222,27.031804647
id_223,39.7723615395
id_224,44.0040037871
id_225,11.3835767932
id_226,5.94463773711
id_227,81.7933908927
id_228,31.1565857754
id_229,2.56448669753
id_230,41.5542449644
id_231,16.4067522144
id_232,22.6408068082
id_233,9.94695471025
id_234,17.1237770062
id_235,26.0660899306
id_236,13.8602858523
id_237,4.25078976678
id_238,22.5890885688
id_239,10.94586389
