id,value
id_0,25.537249098
id_1,64.776329301
id_2,18.347187902
id_3,32.794947997
id_4,10.6869678176
id_5,35.0589686735
id_6,43.9003529284
id_7,17.8781925314
id_8,50.0645733678
id_9,32.5521874939
id_10,42.5786627945
id_11,59.4692320434
id_12,38.2229401527
id_13,42.3665986122
id_14,25.0677435201
id_15,14.355040822
id_16,52.564937721
id_17,23.6943150636
id_18,18.1251855737
id_19,17.5768787788
id_20,18.2644452275
id_21,31.7969062632
id_22,42.1272361599
id_23,12.2244040398
id_24,64.675780595
id_25,48.4686008118
id_26,32.298465655
id_27,8.81447408036
id_28,29.6973055844
id_29,38.6119861046
id_30,18.8153969365
id_31,12.1589409375
id_32,18.0532442833
id_33,9.42970732276
id_34,17.0144085503
id_35,43.9243381375
id_36,22.1796606606
id_37,28.648718309
id_38,10.3244267264
id_39,60.4149966407
id_40,49.7214612438
id_41,19.1215487922
id_42,51.8577253527
id_43,20.8678616839
id_44,47.1973816593
id_45,50.934106044
id_46,60.3138157621
id_47,42.1209420577
id_48,57.3090623499
id_49,38.9726004955
id_50,30.1188250833
id_51,25.4543990315
id_52,41.4964855734
id_53,25.0887128846
id_54,39.7098140496
id_55,38.6343033063
id_56,28.6604374687
id_57,21.9421730017
id_58,37.9633977536
id_59,33.5928573174
id_60,16.564383798
id_61,21.8468533435
id_62,34.262457569
id_63,55.5736025237
id_64,53.0047431432
id_65,28.0362207441
id_66,41.2658836301
id_67,54.51895774
id_68,30.6574101796
id_69,43.3807962187
id_70,65.4678936158
id_71,56.1349919955
id_72,43.8589012909
id_73,16.1439678517
id_74,16.5841752577
id_75,36.0869840102
id_76,63.6126557118
id_77,3.39484462237
id_78,40.1962774975
id_79,45.3360244059
id_80,9.88549355751
id_81,25.2280155714
id_82,7.73371681064
id_83,33.0986023189
id_84,12.0060420268
id_85,6.59707923373
id_86,19.4318676006
id_87,14.0164649519
id_88,20.6053891206
id_89,25.6409392233
id_90,34.8131778184
id_91,14.5520457223
id_92,14.4170917678
id_93,10.084892948
id_94,39.3125004748
id_95,17.9177015308
id_96,19.6757159158
id_97,11.3213985625
id_98,14.0967264547
id_99,7.58171614582
id_100,11.8193448339
id_101,19.060011009
id_102,13.9521153395
id_103,9.95609985535
id_104,13.1744852148
id_105,38.9188621156
id_106,27.4538842324
id_107,9.45264633054
id_108,18.9276167192
id_109,16.4339084159
id_110,13.0298284527
id_111,18.7575531293
id_112,18.9601859121
id_113,28.13340106
id_114,19.5797375817
id_115,17.7483348836
id_116,7.18705830148
id_117,46.293462425
id_118,30.4577520646
id_119,2.88867429628
id_120,0.484833065592
id_121,11.52749848
id_122,13.1488899239
id_123,13.5351805395
id_124,9.54711475871
id_125,25.8623129503
id_126,22.3000264048
id_127,11.2286000636
id_128,19.8721424608
id_129,16.2648741702
id_130,0.00528186397763
id_131,34.4947670607
id_132,14.8743240658
id_133,19.2651279315
id_134,27.5451430573
id_135,26.5827601734
id_136,13.8888269718
id_137,21.0585627757
id_138,73.7065937022
id_139,60.7125046847
id_140,27.1058342547
id_141,19.7410405196
id_142,25.7244457238
id_143,9.08626725806
id_144,13.0757748932
id_145,11.5844877103
id_146,22.7424527087
id_147,10.0012254665
id_148,16.6838696937
id_149,17.719207167
id_150,48.0275516561
id_151,25.0158384873
id_152,25.2406165178
id_153,17.3409236712
id_154,13.9511084036
id_155,27.1334390797
id_156,27.4316807937
id_157,37.4411592423
id_158,6.24079310389
id_159,24.4229108929
id_160,44.4351862553
id_161,19.0198732608
id_162,62.2584938333
id_163,18.049134277
id_164,34.0789368123
id_165,27.4366105161
id_166,25.1819548269
id_167,2.93039540296
id_168,67.110018199
id_169,16.7892578727
id_170,16.517029958
id_171,70.004160317
id_172,22.785767546
id_173,2.15944066005
id_174,23.9180177617
id_175,2.14769323073
id_176,9.28971397758
id_177,19.6166503642
id_178,23.7774003991
id_179,26.9709575225
id_180,44.3253554662
id_181,32.0415933826
id_182,30.8922355864
id_183,15.7963600404
id_184,6.25102313294
id_185,41.9591570914
id_186,38.8169486329
id_187,34.5061798813
id_188,19.7363498849
id_189,24.5669191567
id_190,15.1154461334
id_191,16.3420730424
id_192,30.5558687194
id_193,73.6634531713
id_194,28.7744350367
id_195,12.5786190699
id_196,63.1779358016
id_197,16.5679619118
id_198,20.0566094219
id_199,21.9731404933
id_200,131.090840872
id_201,25.5130311616
id_202,58.9891835526
id_203,6.50970269865
id_204,63.1856168409
id_205,37.1594973117
id_206,15.1143011152
id_207,14.3804838309
id_208,65.2817298213
id_209,13.6320942843
id_210,38.4232547099
id_211,72.8677508187
id_212,18.8864211389
id_213,117.322084352
id_214,43.9062771877
id_215,82.0343469309
id_216,94.2262369248
id_217,76.4931797817
id_218,28.9008259172
id_219,17.2564206596
id_220,30.7329879157
id_221,62.1361292621
id_222,27.7404580722
id_223,40.7699197495
id_224,43.3095541405
id_225,12.2406486505
id_226,4.58401104447
id_227,81.9205232382
id_228,29.1189239217
id_229,2.02699312248
id_230,42.0007942919
id_231,17.8140266276
id_232,23.5970377888
id_233,9.29432997449
id_234,16.3217898362
id_235,27.8892131148
id_236,14.5457369936
id_237,3.52822787364
id_238,22.3317490716
id_239,13.118911691
