id,value
id_0,0.217383190105
id_1,0.217383011994
id_2,0.217384541064
id_3,0.217384437356
id_4,0.217382433102
id_5,0.217383435743
id_6,0.217385209712
id_7,0.217382945845
id_8,0.217383685633
id_9,0.217383298948
id_10,0.217384439406
id_11,0.217384341968
id_12,0.217384861639
id_13,0.217383385811
id_14,0.217383004492
id_15,0.217383230189
id_16,0.217384873749
id_17,0.217381840469
id_18,0.217382876706
id_19,0.217382417724
id_20,0.217382945152
id_21,0.217384045093
id_22,0.217385480965
id_23,0.217383566066
id_24,0.217385650381
id_25,0.217383240761
id_26,0.2173851267
id_27,0.217383821028
id_28,0.217385187193
id_29,0.217383418065
id_30,0.217382778127
id_31,0.217382990632
id_32,0.217383100132
id_33,0.217383639173
id_34,0.217383590573
id_35,0.217384624899
id_36,0.21738559529
id_37,0.217385360095
id_38,0.217383099527
id_39,0.21738433039
id_40,0.21738382847
id_41,0.217383805481
id_42,0.217383830084
id_43,0.217383057062
id_44,0.217384566123
id_45,0.21738455053
id_46,0.217383352847
id_47,0.217383495251
id_48,0.217383102549
id_49,0.217384724768
id_50,0.217383270005
id_51,0.217382991827
id_52,0.217384545841
id_53,0.217383264198
id_54,0.217385404547
id_55,0.217384440017
id_56,0.21738391156
id_57,0.217382987238
id_58,0.217385444167
id_59,0.217385072871
id_60,0.217382865683
id_61,0.217384574952
id_62,0.217385559071
id_63,0.217383675818
id_64,0.217383885776
id_65,0.217384384334
id_66,0.217385663635
id_67,0.217384460656
id_68,0.217384536047
id_69,0.217384889579
id_70,0.217385794802
id_71,0.217385790417
id_72,0.217385387724
id_73,0.217384216709
id_74,0.217383975962
id_75,0.217383262897
id_76,0.217385396038
id_77,0.217381969469
id_78,0.217384550897
id_79,0.217383689835
id_80,0.217383129703
id_81,0.217383842761
id_82,0.217383508662
id_83,0.217384745103
id_84,0.217383625736
id_85,0.217383465269
id_86,0.217383761804
id_87,0.217384336182
id_88,0.2173847299
id_89,0.21738398464
id_90,0.21738364563
id_91,0.217383307198
id_92,0.217383966527
id_93,0.217383234867
id_94,0.217384426493
id_95,0.217383854694
id_96,0.217384455552
id_97,0.217383672609
id_98,0.217383453728
id_99,0.217383752255
id_100,0.21738352846
id_101,0.217384387001
id_102,0.217384009576
id_103,0.2173835723
id_104,0.217382797822
id_105,0.217383819092
id_106,0.217384203189
id_107,0.217384049737
id_108,0.21738429282
id_109,0.217383496741
id_110,0.217382289039
id_111,0.217383091857
id_112,0.21738370392
id_113,0.21738390197
id_114,0.217383819098
id_115,0.217383748607
id_116,0.217383970621
id_117,0.217383752049
id_118,0.217385626121
id_119,0.21738346089
id_120,0.217383553241
id_121,0.217383833413
id_122,0.217383233349
id_123,0.217383411623
id_124,0.217384007405
id_125,0.217383352552
id_126,0.217383866294
id_127,0.217383280981
id_128,0.217382743151
id_129,0.217383679848
id_130,0.217383749869
id_131,0.217383446456
id_132,0.217383248809
id_133,0.217383983222
id_134,0.217383450115
id_135,0.217382623833
id_136,0.217383873879
id_137,0.217383422831
id_138,0.217383477224
id_139,0.217384496964
id_140,0.217384556266
id_141,0.217382625601
id_142,0.217383035575
id_143,0.217383925079
id_144,0.217383461315
id_145,0.21738281047
id_146,0.217383788889
id_147,0.217383372887
id_148,0.217384712733
id_149,0.217384724559
id_150,0.217384173148
id_151,0.217385659572
id_152,0.21738379908
id_153,0.217383080921
id_154,0.217384710065
id_155,0.217384342919
id_156,0.217383332935
id_157,0.217383122668
id_158,0.217383129416
id_159,0.217384247617
id_160,0.217386090367
id_161,0.217382893175
id_162,0.217383156464
id_163,0.217382981804
id_164,0.217383393582
id_165,0.217383590015
id_166,0.217383956325
id_167,0.217383943048
id_168,0.217385727186
id_169,0.217385101813
id_170,0.217383668983
id_171,0.217383908412
id_172,0.21738414735
id_173,0.217383123155
id_174,0.217384792097
id_175,0.217384154505
id_176,0.217383190589
id_177,0.217385502391
id_178,0.217384833092
id_179,0.217384863594
id_180,0.217383184761
id_181,0.217382774452
id_182,0.217385352729
id_183,0.217383849396
id_184,0.217382452757
id_185,0.217383347205
id_186,0.217383118721
id_187,0.217382887465
id_188,0.217383064599
id_189,0.217382912977
id_190,0.217382949924
id_191,0.217381343214
id_192,0.217383651897
id_193,0.217384246118
id_194,0.217384999853
id_195,0.217384599659
id_196,0.217385216932
id_197,0.217382418462
id_198,0.217385058162
id_199,0.217385227367
id_200,0.217385324449
id_201,0.217384669061
id_202,0.217384323265
id_203,0.217382712449
id_204,0.217384837987
id_205,0.217383286472
id_206,0.21738237086
id_207,0.217382149632
id_208,0.217385077236
id_209,0.217382823629
id_210,0.217383057969
id_211,0.217385716805
id_212,0.217382863327
id_213,0.217384189993
id_214,0.217384025276
id_215,0.217385298668
id_216,0.217384180482
id_217,0.21738389894
id_218,0.217384174902
id_219,0.217383579991
id_220,0.217383112339
id_221,0.217385185618
id_222,0.217382871284
id_223,0.217384299393
id_224,0.217382782855
id_225,0.217381765933
id_226,0.217382328998
id_227,0.217383253673
id_228,0.217383407309
id_229,0.217383673533
id_230,0.217383099316
id_231,0.217382701294
id_232,0.217382245888
id_233,0.21738320728
id_234,0.217382337504
id_235,0.217385001263
id_236,0.217382781902
id_237,0.217382833996
id_238,0.217383206138
id_239,0.217383168134
