id,value
id_0,0.0
id_1,0.0
id_2,0.0
id_3,508.956134007
id_4,0.0
id_5,0.0
id_6,0.0
id_7,0.0
id_8,0.0
id_9,0.0
id_10,0.0
id_11,0.0
id_12,134.414517271
id_13,0.0
id_14,248.297242429
id_15,0.0
id_16,1180.14821976
id_17,0.0
id_18,1920.49408615
id_19,2451.60667202
id_20,0.0
id_21,247.893302801
id_22,730.301299981
id_23,0.0
id_24,0.0
id_25,0.0
id_26,148.8226238
id_27,410.429460491
id_28,0.0
id_29,0.0
id_30,0.0
id_31,0.0
id_32,0.0
id_33,0.0
id_34,0.0
id_35,0.0
id_36,0.764396273586
id_37,1445.35179206
id_38,0.0
id_39,664.739604603
id_40,0.322117528366
id_41,261.584024841
id_42,358.102706415
id_43,0.0
id_44,3415.59861047
id_45,0.0
id_46,0.0
id_47,0.0
id_48,0.0
id_49,0.0
id_50,0.0
id_51,559.609628552
id_52,0.0
id_53,78.4312681912
id_54,0.0
id_55,0.0
id_56,0.0
id_57,0.0
id_58,0.0
id_59,0.0
id_60,81.2468550039
id_61,0.0
id_62,1440.33678746
id_63,3882.21400427
id_64,0.0
id_65,0.0
id_66,5643.65793486
id_67,0.0
id_68,0.0
id_69,0.0
id_70,1281.17182285
id_71,2902.22058195
id_72,2366.68695923
id_73,0.0
id_74,431.549550706
id_75,386.096009673
id_76,3645.94875548
id_77,2263.04037514
id_78,1073.7674152
id_79,2948.67177621
id_80,0.0
id_81,0.0
id_82,0.0
id_83,0.0
id_84,0.0
id_85,0.0
id_86,0.0
id_87,88.3544354957
id_88,0.0
id_89,0.0
id_90,1692.29420354
id_91,0.0
id_92,1168.72936425
id_93,0.0
id_94,0.0
id_95,0.0
id_96,0.0
id_97,0.0
id_98,0.0
id_99,2573.3981333
id_100,0.0
id_101,2121.71680119
id_102,0.523359077234
id_103,177.205237891
id_104,0.0
id_105,0.0
id_106,0.0
id_107,0.0
id_108,1467.84916414
id_109,0.0
id_110,0.0
id_111,0.0
id_112,0.0
id_113,13.3576154341
id_114,0.0
id_115,0.0
id_116,0.0
id_117,0.0
id_118,1109.05086249
id_119,0.0
id_120,3526.8099832
id_121,2095.27757132
id_122,725.075294206
id_123,862.270460746
id_124,1239.65943624
id_125,0.0
id_126,2234.93101373
id_127,386.225320206
id_128,3870.81744293
id_129,2441.89755139
id_130,530.504086293
id_131,0.0
id_132,0.0
id_133,935.155297591
id_134,2680.48959887
id_135,1547.74028386
id_136,0.0
id_137,1036.93591914
id_138,819.2461233
id_139,0.0
id_140,0.0
id_141,2873.22357579
id_142,0.0
id_143,0.0
id_144,1473.32883183
id_145,0.0
id_146,0.0
id_147,253.742755462
id_148,0.0
id_149,0.0
id_150,1360.58920912
id_151,2558.85909148
id_152,0.0
id_153,0.0
id_154,0.0
id_155,0.0
id_156,0.0
id_157,34.2805825351
id_158,473.901793681
id_159,332.170509813
id_160,1987.60646777
id_161,0.0
id_162,3048.86904974
id_163,0.0
id_164,0.0
id_165,80.0608190894
id_166,2249.1810001
id_167,773.097244042
id_168,4299.1264802
id_169,2120.88285529
id_170,0.0
id_171,4825.65577878
id_172,1151.85840433
id_173,353.52780543
id_174,381.483055932
id_175,2061.08781367
id_176,0.0
id_177,1393.64591546
id_178,2174.11807923
id_179,0.0
id_180,0.0
id_181,937.97628303
id_182,0.0
id_183,0.0
id_184,1433.12337653
id_185,0.0
id_186,0.0
id_187,0.0
id_188,0.0
id_189,146.050593017
id_190,0.0
id_191,2461.23951139
id_192,0.0
id_193,1889.65634359
id_194,708.503588952
id_195,0.0
id_196,2841.30026661
id_197,929.761890796
id_198,0.0
id_199,3025.68844089
id_200,4857.41833755
id_201,0.0
id_202,1334.68371772
id_203,0.0
id_204,29.3181967645
id_205,936.216871838
id_206,240.017606668
id_207,0.0
id_208,1461.86140042
id_209,172.348018124
id_210,293.341658173
id_211,0.0
id_212,350.36425719
id_213,1962.69442765
id_214,1040.72747902
id_215,1132.14911801
id_216,4092.40105171
id_217,0.0
id_218,1551.23737674
id_219,248.123707091
id_220,0.0
id_221,0.0
id_222,0.0
id_223,0.0
id_224,1397.88937316
id_225,8.12521460086
id_226,0.0
id_227,0.0
id_228,0.0
id_229,577.629047684
id_230,0.0
id_231,159.064148258
id_232,0.0
id_233,0.0
id_234,0.0
id_235,0.0
id_236,0.0
id_237,0.0
id_238,0.0
id_239,0.0
